id,name,published_at,url,area_name,salary_from,salary_to,salary_currency,employer_name,employer_url,snippet_requirement,snippet_responsibility,address_raw,address_lat,address_lng,address_metro_station_name
78191386,Менеджер по закупкам со знанием английского языка,2023-03-17T17:02:12+0300,https://hh.ru/vacancy/78191386,Москва,200000.0,,RUR,ВсеИнструменты.ру,https://api.hh.ru/employers/208707,"2. Умение формировать эффективные и долгосрочные партнерские взаимоотношения. 3. Базовая аналитика, широкий бизнес-кругозор. 4. Стратегическое мышление. Ориентация на результат. ","1. Поиск поставщиков по своим брендам в Европе, Турции, ОАЭ и тп. 2. Получение новых условий, договоренности об отсрочке. 3. ","Москва, Волгоградский проспект, 42к8",55.710905,37.71936,Текстильщики
78148984,Data Engineer (Apache NiFi),2023-03-16T16:23:30+0300,https://hh.ru/vacancy/78148984,Москва,,,,ПИК-специализированный застройщик,https://api.hh.ru/employers/12550,Опыт работы c ETL (NIFI или Informatica или Airflow или Spoon или другие). Знание и навыки использования следующих процессоров: Execute...,"...и записи данных. Разрабатывать и конфигурировать элементы данных из СУБД,REST, ESB,S3. Разрабатывать маппинг и преобразование данных к...",,,,
78147920,Инженер данных (Data Office),2023-03-16T16:02:47+0300,https://hh.ru/vacancy/78147920,Москва,,,,"СИБУР, Группа компаний",https://api.hh.ru/employers/3809,"Знания алгоритмов в сфере высоконагруженной обработки данных при помощи распределённых вычислений (MR). Умение работать с Avro, Parquet форматом данных (типы...","Разработкой и оптимизацией алгоритмов операционного анализа данных. Развитием практик DevSecOps, автомтизацией миграций и разработческих пайплайнов. Взаимодействием с аналитиками данных (data...","Москва, Кржижановского",55.680691,37.568273,Профсоюзная
77326234,Senior DevOps Engineer/SRE (BigData),2023-02-22T13:14:02+0300,https://hh.ru/vacancy/77326234,Москва,,,,ЦРПТ (Центр развития перспективных технологий),https://api.hh.ru/employers/3156389,Навыки администрирования ОС семейства Linux. Понимание основ построения масштабируемых отказоустойчивых систем и приложений. Опыт работы с технологиями Hadoop (HDFSHBase...,Поддержка процесса непрерывной интеграцииразвертывания сервисов в области аналитики больших данных (сборкатестированиеразвертывание). Поддержка инструментов  фреймворков для автоматизации тестирования...,,,,
75706286,Team Lead Backend (PHP),2023-03-17T09:17:18+0300,https://hh.ru/vacancy/75706286,Москва,300000.0,550000.0,RUR,EGGHEADS,https://api.hh.ru/employers/4562440,Самостоятельно программировать. За базу знаний Backend’а. У тебя есть опыт от 3 лет в роли разработчика PHP на любом...,"Мы ищем сильного Backend Lead на решения, связанные с аналитикой конкурентов, категорийным анализом, поиском ниши на маркетплейсах, а также системы...",,,,
73527245,Dev Lead Backend (PHP),2023-03-17T09:17:18+0300,https://hh.ru/vacancy/73527245,Москва,300000.0,550000.0,RUR,EGGHEADS,https://api.hh.ru/employers/4562440,Самостоятельно программировать. За базу знаний Backend’а. У тебя есть опыт от 3 лет в роли разработчика PHP на любом...,"Мы ищем сильного Backend Lead на решения, связанные с аналитикой конкурентов, категорийным анализом, поиском ниши на маркетплейсах, а также системы...",,,,
78156225,Аналитик группы поддержки продаж,2023-03-16T20:57:01+0300,https://hh.ru/vacancy/78156225,Москва,,,,"Иннотех, Группа компаний",https://api.hh.ru/employers/4649269,Опыт работы в области Data ScienceML. Понимание принципов применения ЖЦ данных и мат. моделей. Навыки планирования и оценки трудоемкости...,"Работа над прототипом в роли системного аналитикаразработчика. Подготовка проектной документации (функциональные требования, технические задания и решения, спецификации, инструкции и...",,,,
78178099,Руководитель отдела маркетинга,2023-03-17T12:21:21+0300,https://hh.ru/vacancy/78178099,Москва,,,,CREDIX,https://api.hh.ru/employers/3855897,"Опыт работы с Power BI, google data studio и bitrix24 будет вашим преимуществом. Активная жизненная и профессиональная позиция, высокий...","Управление комплексом маркетинга на основе данных — продвинутая аналитика. Управление отделом маркетинга — постановка планов, задач, контроль исполнение, обучение сотрудников. ",,,,
73869362,Младший web-аналитик,2023-03-16T14:43:42+0300,https://hh.ru/vacancy/73869362,Москва,,,,i-Media,https://api.hh.ru/employers/87968,"Опыт программирования - плюс (JavaScript, R или Python - большой плюс). Опыт работы с базами данных - плюс. Знание английского языка приветствуется. ","Разработка bi-отчетности в Microsoft Power BI, Google Data Studio и аналогичных инструментах. В дальнейшем - самостоятельное управление проектами по аналитике...","Москва, Электрозаводская улица, 24",55.78895,37.707727,
71807760,Аналитик CRM,2023-03-16T12:14:47+0300,https://hh.ru/vacancy/71807760,Москва,,,,ОКЕЙ – Федеральная розничная сеть,https://api.hh.ru/employers/1276,"Знание Excel - продвинутый пользователь (макросы, формулы, диаграммы). Опыт построения аналитики на транзакционных данных (клиентская статистика). Опыт анализа клиентского поведения. ",Формирование сегментационных моделей. Разработка алгоритма расчета персональных предложений и анализа результатов. Разработка и внедрение методологий анализа клиентского поведения. ,"Москва, Кировоградская улица, 23Ак1",55.60012,37.600873,Улица Академика Янгеля
78141200,Финансовый аналитик,2023-03-16T14:23:05+0300,https://hh.ru/vacancy/78141200,Москва,,,,QIWI,https://api.hh.ru/employers/3125,"Если ты знаком с Python для анализа данных( Pandas, NumPy). Умеешь писать SQL запросы к базам данных. Имеешь опыт работ...",...на основе собираемых данных. Проводить оценку эффективности реализованных проектов и разрабатывать системы мониторинга. Делать Ad-hoc аналитику для выявления точек...,,,,
78152796,Ведущий специалист по маркетинговым исследованиям,2023-03-16T17:40:48+0300,https://hh.ru/vacancy/78152796,Москва,,,,Компания БКС,https://api.hh.ru/employers/1833,"Как преимущество опыт работы в IBM SPSS Data Collection. Как преимущество знание статистических методов обработки данных (корреляционно-регрессионный анализ, кластерный...","Участвовать в подготовке аналитики по рынку инвестиций, desk-research, конкурентному анализу. Взаимодействовать с внутренними бизнес-заказчиками по вопросам проведения исследований. ","Москва, Калужско-Рижская линия",55.781757,37.633482,Проспект Мира
78120333,"Data Scientist, Товарные рекомендации",2023-03-16T09:57:20+0300,https://hh.ru/vacancy/78120333,Москва,,,,Ozon,https://api.hh.ru/employers/2180,"Писать runtime движок на Golang. Хорошее знание Python и Golang, или иметь желание быстро их изучить. Понимание алгоритмов ML. ",,"Москва, Пресненская набережная, 10",55.74723295660558,37.536558290665916,Деловой центр
78120264,"Аналитик-разработчик SQL, удаленно",2023-03-16T09:56:25+0300,https://hh.ru/vacancy/78120264,Москва,,,,РОСБАНК,https://api.hh.ru/employers/599,"Опыт работы в банковской сфере, понимание банковской тематики. Опыт работы с GreenPlum, PostgreSQL (возможно T-SQL или PLSQL) от...",Разработка витрин уровня DM (Data Marts) в корпоративном хранилище банка. Разработка и поддержка мотивационнойуправленческойоперативной отчётности. Аналитические исследования данных.,,,,
74015919,Руководитель направления по загрузке данных в БКИ,2023-03-16T15:22:49+0300,https://hh.ru/vacancy/74015919,Москва,,,,Мокка,https://api.hh.ru/employers/1220357,Продвинутый пользователь Credit Registry. Навыки написания хранимых процедур. JiraConfluence. Знание и опыт работы с гибкой методологией разработки Agile Scrum...,"Управление процессом загрузки данных в БКИ через CRE с опытам выстраивания инцидент-менджемента, data quality мониторинга. Выстраивание совместно с Customer...","Москва, Варшавское шоссе, 9с1Б",55.70034994144319,37.62435953505605,Тульская
78114909,Data Engineer / Разработчик,2023-03-16T08:40:38+0300,https://hh.ru/vacancy/78114909,Москва,,,,X5 Digital,https://api.hh.ru/employers/4716984,"Пожелания к твоему опыту: Понимание принципов работы СУБД и транзакционной машины, хорошие знания СУБД PostgreSQLOracle. Бизнес-ориентированность. ","...качества данных, построение витрин данных. Миграция с PostgreSQL на Greenplum + по необходимости использование других решений. Построение real-time аналитики...",,,,
78125558,Бизнес/Системный Аналитик,2023-03-16T11:03:24+0300,https://hh.ru/vacancy/78125558,Москва,,,,СБЕР,https://api.hh.ru/employers/3529,Знание основ баз данных и современных процессов и средств разработки ПО. Опыт описания data driven приложений. Знание принципов организации распределённых...,"...обработки данных, такие как: Java, Scala, Flink, Cassandra, Kafka, gRPC. Внутри платформы реализованы десятки процессов обработки и трансформации данных среди...",,,,
78123654,Продуктовый аналитик с функцией руководителя проектов,2023-03-16T10:37:40+0300,https://hh.ru/vacancy/78123654,Москва,,,,СберТройка,https://api.hh.ru/employers/5235814,"Опыт работы в Google Data Studio, опыт работы с API, знание прикладной статистики, знание python для анализа данных (pandas, numpy...","Настраивать и контролировать сбор данных, строить сквозную web&mobile аналитику. Анализировать поведение пользователей на сайтах и в мобильном приложении. ",,,,
76972780,Digital media planner / Эксперт по планированию в digital,2023-03-16T14:35:23+0300,https://hh.ru/vacancy/76972780,Москва,,,,СберМаркетинг,https://api.hh.ru/employers/3982116,,"Анализ и оценка эффективности рекламных кампаний, составление и презентация соответствующих отчетов. Выгрузка и первичная обработка данных (работа с программами: TNS...",,,,
77646637,DevOps Инженер (Удаленно),2023-03-21T13:23:20+0300,https://hh.ru/vacancy/77646637,Москва,,,,А17,https://api.hh.ru/employers/4768936,Опыт работы не менее 3 лет в области сопровождения и внедрения программного обеспечения в роли DevOps. Опыт работы с Cuber. ,"Часто применяем подходы BigData, Data Science, актуальные подходы к программному анализу данных и прогнозированию. 3. Запуск и ресурсное обеспечение команд...",,,,
78144426,Technical Integration Manager (CPA),2023-03-16T15:04:44+0300,https://hh.ru/vacancy/78144426,Москва,,,,МТС,https://api.hh.ru/employers/3776,"Есть опыт с системами мобильной (Appsflyer, Adjust, Кochava, Appmetrica) и веб аналитики (Google Analytics, GTM manager, Yandex Metrica).","Проведение технической интеграции с рекламодателями (API, Postback, Pixel, Appsflyer, Adjust). Техническая поддержка вебмастеров. Поиск и устранение неисправностей в технической интеграции. ","Москва, Проектируемый проезд № 4062, 6с2",55.692962,37.65973,Технопарк
78143867,Publisher Manager (CPA),2023-03-16T14:56:13+0300,https://hh.ru/vacancy/78143867,Москва,,,,МТС,https://api.hh.ru/employers/3776,"Есть опыт работы с рекламодателями в партнёрских CPA сетях (Ecommerce, Finance, Mobile, Edtech, Travel). Знаешь основные маркетинговые метрики: CPC, CPA...","Построение доверительных отношений с вебмастерами. Участие в развитии Партнёрской сети МТС. Формулирование задач в продукт, аналитику и отдел по работе...","Москва, Проектируемый проезд № 4062, 6с2",55.692962,37.65973,Технопарк
78146040,"Java разработчик (проект ""Антиспам"")",2023-03-16T15:33:57+0300,https://hh.ru/vacancy/78146040,Москва,,,,VK,https://api.hh.ru/employers/15478,"Отличное знание Java, основных алгоритмов и структур данных, concurrency. Хорошие теоретические знания в области распределенных систем и баз данных (опыт...","Создавать новые и развивать существующие инструменты для наших аналитиков и модераторов. Строить пайплайны для анализа новых видов контента, в том...","Москва, Ленинградский проспект, 39с79",55.796931,37.537847,Аэропорт
78143692,Account Manager (CPA),2023-03-16T14:54:03+0300,https://hh.ru/vacancy/78143692,Москва,,,,МТС,https://api.hh.ru/employers/3776,"Уверенно используешь Microsoft Excel (сводные отчёты, ВПР). Есть опыт работы с рекламодателями в партнёрских CPA сетях (Ecommerce, Finance, Mobile, Edtech...","Работа со счетами и закрывающими документами. Участие в развитии Партнёрской сети МТС. Формулирование задач в продукт, аналитику и отдел по...","Москва, Проектируемый проезд № 4062, 6с2",55.692962,37.65973,Технопарк
78131744,Product Owner (MarTech Products - Personalization),2023-03-16T12:12:53+0300,https://hh.ru/vacancy/78131744,Москва,,,,Flocktory,https://api.hh.ru/employers/711221,"Опыт создания, развития и вывода на рынок B2C продуктов или B2B продуктов, основанных на данных и...","Управление развитием продукта: Определение целей продукта, формирование его бэклога и обеспечение их прозрачности для команды и бизнеса. Выявление точек и...","Москва, улица Александра Солженицына, 23Ас1",55.744363,37.663297,
76985732,CX Manager HMI,2023-03-16T15:05:37+0300,https://hh.ru/vacancy/76985732,Москва,,,,АТОМ,https://api.hh.ru/employers/5912977,"Понимание подходов JTBD, Design Thinking, User-centered design, Data driven design. Практическое применение методологии Scrum и Agile подхода. ","...выводы, основываясь на данных. Управлять продуктовой командой: UXUI дизайнеры, TeamTech Lead, PM, разработчики, продуктовые аналитики и ресерчеры. ",,,,
78106248,Аналитик в команду продаж,2023-03-15T19:19:54+0300,https://hh.ru/vacancy/78106248,Москва,,,,Яндекс,https://api.hh.ru/employers/1740,Уверенно владеете SQL. Программируете на Python. Последние два года работали аналитиком-разработчиком. Знаете математику и основы статистики. Работали с системами...,"Разрабатывать и поддерживать процессы сбора, преобразования и хранения данных, работать с разными источниками. Проводить исследования, помогая отвечать на вопросы бизнеса. ",,,,
78138775,Product Owner (MarTech Products - Direct communications),2023-03-16T13:42:49+0300,https://hh.ru/vacancy/78138775,Москва,,,,Flocktory,https://api.hh.ru/employers/711221,"Опыт создания, развития и вывода на рынок B2C продуктов или B2B продуктов, основанных на данных и...","Управление развитием продукта: Определение целей продукта, формирование его бэклога и обеспечение их прозрачности для команды и бизнеса. Выявление точек и...","Москва, улица Александра Солженицына, 23Ас1",55.744363,37.663297,
76468098,Менеджер по работе с партнерами,2023-03-16T16:56:31+0300,https://hh.ru/vacancy/76468098,Москва,,,,МТС,https://api.hh.ru/employers/3776,"Аналитические навыки: умение сформулировать нужные срезы для проведения аналитики, способность к обработке больших массивов данных и формулированию выводов на их...","Финансово-юридическое сопровождение сотрудничества: подписание договора, сверка и согласование расхождений, передача данных по ОРД, закрытие отчетного периода и т.п.","Москва, Проектируемый проезд № 4062, 6с2",55.692962,37.65973,Технопарк
78105329,Python разработчик в команду Data Quality (Usage),2023-03-15T18:28:55+0300,https://hh.ru/vacancy/78105329,Москва,,,,АВИТО ТЕХ,https://api.hh.ru/employers/5779602,"Знаете PythonGo и умеете на нём писать production-код (мы также готовы рассматривать кандидатов, имеющих опыт не меньше 3...","...роли вам предстоит разрабатывать систему управления доступом к данным, а также развивать систему повышения качества данных. Понимаете важность безопасности данных.","Москва, Лесная улица, 7",55.778669,37.587964,Белорусская
78103204,ML engineer/Data engineer,2023-03-15T17:26:33+0300,https://hh.ru/vacancy/78103204,Москва,,,,СБЕР,https://api.hh.ru/employers/3529,Не менее 3 лет работы в качестве Data EngineerData AnalystData Scientist. Продвинутые знания SQL и Python: опыт разработки...,"Предоставление экспертной поддержки D-people (EngineerAnalystScientist) трайба в части оптимизации запросов, хранения данных и т.д. ",,,,
76843358,Python developer,2023-03-15T17:16:45+0300,https://hh.ru/vacancy/76843358,Москва,,,,МегаФон,https://api.hh.ru/employers/3127,"...с базами данных. Навыки работы с Docker. Будет плюсом: Понимание принципов разработки ML-моделей. Знания в области Big Data, Spark. ","...о данных для ML моделей. Разработка функционала, обеспечивающего быстроту и удобство для работы с библиотекой Feature Store аналитиками данных. ","Москва, Оружейный переулок, 41",55.773631,37.60558,Маяковская
77073969,Java-разработчик,2023-03-16T10:22:28+0300,https://hh.ru/vacancy/77073969,Москва,,,,"Иннотех, Группа компаний",https://api.hh.ru/employers/4649269,"Опыт использования Spring Framework (boot, mvc, data, secutity...). Опыт работы с многопоточностью и асинхронностью. Опыт работы с базами данных, умение...","...рамках микросервисной архитектуры. Проектирование интерфейсов взаимодействия с другими системами. Работа в тесном сотрудничестве со специалистами фронтенд разработки, тестирования и аналитиками.",,,,
78082039,"Middle Data Scientist (NLP, NER)",2023-03-15T12:20:16+0300,https://hh.ru/vacancy/78082039,Москва,,,,ФГБУ ЦСП ФМБА России,https://api.hh.ru/employers/2853703,"Знание математики, теории вероятности, статистики. Опыт работы в роли Data Scientist в реальных ML-проектах, связанных с обработкой и анализом...","...аналитиками – описание моделей и потоков данных в системах, предназначенных для анализа данных и принятия решения (информационно-аналитическая система, Big Data...","Москва, 1-й Волоколамский проезд, 10",55.803241,37.490865,
78101303,Старший аналитик,2023-03-15T16:43:18+0300,https://hh.ru/vacancy/78101303,Москва,,,,Группа компаний Эталон,https://api.hh.ru/employers/140987,Высшее профильное образование (маркетингсоциологияэкономика). Опыт работы не менее 3 лет аналитикоммаркетологом в сфере недвижимости. Навыки комплексного анализа...,"Оценка привлекательности земельных активов, ценообразование (проекты и отдельные объекты). Развитие инструментов data-driven маркетинга, исследования аудитории. Аналитическая поддержка департаментов Группы.","Москва, Новоалексеевская улица, 16с5",55.809596,37.647855,
75828366,Team lead BI,2023-03-15T14:04:51+0300,https://hh.ru/vacancy/75828366,Москва,,,,Аналитический центр при Правительстве Российской Федерации,https://api.hh.ru/employers/211052,"...BI, управления данными, Data Science. Желательно опыт проектов полного цикла. Глубокое понимание современных инструментов управления Данными, BI, Аналитикой, ML и...","...данных"" и её блоков: дата-инжиниринга, дата-процессинга, дата-аналитики, дата-дистрибуции и Data Science. Участие в построении процессов Data...","Москва, Кутузовский проспект, 2/1с6",55.751940748427124,37.567030492064625,Киевская
78095219,Бизнес-аналитик (ГосТех),2023-03-15T15:20:10+0300,https://hh.ru/vacancy/78095219,Москва,,,,Cloud,https://api.hh.ru/employers/3853446,"Опыт проведения исследования рынка, продуктов и аудитории и работы в Data driven подходе. Понимание жизненного цикла продукта в Scrum. ",Анализировать клиентский опыт и готовить клиентскую аналитику. Проводить интервью со стейкхолдерами и клиентами. Строить продуктовую аналитику. Разрабатывать и проверять продуктовые...,"Москва, 2-я Звенигородская улица, 28",55.762885,37.557026,
78105208,Главный специалист управления экспортной аналитики,2023-03-15T18:21:52+0300,https://hh.ru/vacancy/78105208,Москва,115000.0,,RUR,Автономная Некоммерческая организация Московский Экспортный Центр,https://api.hh.ru/employers/3846723,"Высшее экономическое  математическое  информационные технологии  data science (специалитет, магистратура). Опыт обработки больших объемов статистической информации. Опыт построения финансовых моделей DCF...","Самостоятельный поиск различной аналитической информации в рамках поставленных задач. Сбор и обработка статистических данных ФТС, UN Comtrade, WTO, OECD и...","Москва, Хохловский переулок, 10с1",55.756391,37.645609,
78102493,Бизнес-аналитик,2023-03-15T17:10:16+0300,https://hh.ru/vacancy/78102493,Москва,,,,ПРОФ-ИТ ГРУПП,https://api.hh.ru/employers/1668887,"Релевантный опыт работы от 3х лет техническим писателем  аналитиком в проектах, связанных с разработкой и внедрением информационных систем. ","Цифровое производство (ERP-PLM-MES-автоматизация, RFID-идентификация, киберфизические системы, SCADA, промышленный Интернет вещей и анализ Big Data). ","Москва, Мытная улица, 66",55.713136,37.620222,Тульская
78105420,Начальник отдела экспортной аналитики,2023-03-15T18:34:28+0300,https://hh.ru/vacancy/78105420,Москва,148500.0,200000.0,RUR,Автономная Некоммерческая организация Московский Экспортный Центр,https://api.hh.ru/employers/3846723,"...приоритет- экспортная аналитика). Уверенное знание MS Excel (ВПР, сводные таблицы, графики), MS PowerPoint, PowerBI. Опыт работы с базами данных PowerQuery...","Самостоятельный поиск различной аналитической информации в рамках поставленных задач. Сбор и обработка статистических данных ФТС, UN Comtrade, WTO, OECD и...","Москва, Хохловский переулок, 10с1",55.756391,37.645609,
78072133,Руководитель продуктовой аналитики,2023-03-15T10:17:25+0300,https://hh.ru/vacancy/78072133,Москва,,,,2ГИС,https://api.hh.ru/employers/64174,Переформатировать продуктовые подходы в сторону data-driven решений. Способность искать ответы на непростые вопросы и принимать решения.,Сформировать процессы активного участия аналитики в создании продукта. Что нужно делать? Сформировать единую команду продуктовой аналитики. Вырастить культуру проактивности аналитиков...,,,,
76942232,Technical Program Manager,2023-03-15T21:28:48+0300,https://hh.ru/vacancy/76942232,Москва,,,,Аренадата Софтвер,https://api.hh.ru/employers/4813742,Имеете опыт работы системным аналитикомразработчиком от 3 лет. Имеете опыт работы техническим руководителем проектов по разработке ПО от 2...,"Управлять сроками и релизами разработки курируемых продуктов. Погружаться, если необходимо, в технические детали функциональной реализации фичей. Быть в постоянном контакте...",,,,
77232297,Руководитель по данным (CDO),2023-03-15T10:22:09+0300,https://hh.ru/vacancy/77232297,Москва,180000.0,220000.0,RUR,Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации,https://api.hh.ru/employers/3508081,"...развития Data-функции. Обладает опытом самостоятельного и успешного ведения проектов по созданию хранилищ данных, монетизации данных, систем контроля качества данных...","Централизация анализа данных. Развитие шины данных и системы управления НСИ. Разработка и внедрение архитектуры данных, требований по нормализации данных. ",,,,Юго-Западная
78087990,LTV/CRM-Директор,2023-03-15T13:31:14+0300,https://hh.ru/vacancy/78087990,Москва,500000.0,,RUR,IneractiveCenter,https://api.hh.ru/employers/3076843,"Аналитические навыки, навыки работы с большими данными. На “Ты” с аналитикой и data-driven подходами. Оперируетесь на юнит-экономику (AOV...","Приводить в порядок сбор, накопление и обработку больших данных в CRM. И строите CJM в B2C бизнесах. ",,,,
78095148,Project manager в IT команду,2023-03-15T15:19:30+0300,https://hh.ru/vacancy/78095148,Москва,,,,Бюро кредитных историй Скоринг Бюро,https://api.hh.ru/employers/116803,5+ год опыта работы на аналогичной должности. Понимание процесса разработки программных продуктов. Организованность и внимание к деталям. ,"Написание бизнес-требований, работа с разработчиками и аналитиками, тестирование разработанного функционала, приемка на Бою. Планирование работ по проекту. ",,,,
77002722,Руководитель направления машинного обучения/Machine learning senior engineer,2023-03-21T07:23:50+0300,https://hh.ru/vacancy/77002722,Москва,,,,Элемент Лизинг,https://api.hh.ru/employers/14402,...модели: от сбора данных до внедрения в промышленную эксплуатацию. Опыт работы в области кредитных рисков или иной аналитики в сфере...,"Разработка скоринговых и других математических моделей, применимых к бизнес-задачам Компании. Участие во внедрении разработанных моделей в бизнес-процессы Компании...","Москва, Кутузовский проспект, 36с41",55.742494,37.527831,Кутузовская
73100947,PHP Developer (команда пользователей и онбординга ВКонтакте),2023-03-15T18:53:50+0300,https://hh.ru/vacancy/73100947,Москва,,,,VK,https://api.hh.ru/employers/15478,"Работали с базами данных (SQL и NoSQL) и индексами. Имеете представление об уязвимостях в коде и знаете, как их не...",Проектировать и разрабатывать новые фичи на PHP согласно целям команды. Внимательно тестировать фичи и контролировать их релизы.,,,,
78056382,Системный аналитик DWH,2023-03-14T19:01:35+0300,https://hh.ru/vacancy/78056382,Москва,240000.0,,RUR,СБЕР,https://api.hh.ru/employers/3529,"Опыт работы системным аналитиком. Опыт написания постановок разработчикам: ТЗ, Функциональные требования. Системный взгляд  структурная логика. Знание теории реляционных баз данных. ",долга. Помощью в разработке архитектурных спецификаций и обучением прикладных аналитиков. Ведением архитектурных метаданных. Поддержанием общесистемной архитектурной документации в актуальном состоянии. ,,,,
78084800,Руководитель Центра карьеры,2023-03-15T12:48:12+0300,https://hh.ru/vacancy/78084800,Москва,,,,SkillFactory,https://api.hh.ru/employers/2869446,"Опыт в HR Tech, понимание HR-процессов и знание рынка IT- и digital-профессий. Опыт работы в HR, T&D...","Школа Data Science, программирования и аналитики данных SkillFactory. Школа дизайна Contented. Skillfactory Высшее образование - сервис по созданию онлайн-магистратур совместно...",,,,
78070487,Java developer (Hadoop),2023-03-15T09:54:52+0300,https://hh.ru/vacancy/78070487,Москва,,,,СБЕР,https://api.hh.ru/employers/3529,"Опыт разработки на Java, включая основные фреймворки (потоки ввода-вывода, многопоточность, Spring) не менее 2 лет. Опыт работы с Unix...",Разработка новой функциональности для параллельной обработки данных больших объемов на Java. Оптимизация производительности высоконагруженных модулей продукта. Разработка новой функциональности для...,,,,
73401856,Data Scientist (Computer Vision),2023-03-14T17:39:44+0300,https://hh.ru/vacancy/73401856,Москва,,,,red_mad_robot,https://api.hh.ru/employers/567799,Опыт работы CV DS от 2х лет. Работа с PyTorch. Глубокое знание работы и умение настройки CV DS фреймворков...,Проводить анализ данных с помощью методов предиктивной аналитики. Работать в связке с Data аналитиком для проверки гипотез. Вместе с командой...,,,,
78045054,Аналитик-разработчик в антифрод Такси,2023-03-14T15:17:38+0300,https://hh.ru/vacancy/78045054,Москва,,,,Яндекс,https://api.hh.ru/employers/1740,"Умеете работать с большим объёмом данных, искать аномалии и подозрительные закономерности. Умеете строить метрики качества и эффективности внедрений. ","Погружаться в сферу безопасности, находить и анализировать механизмы фрода. Работать с большими объёмами данных и на их основе внедрять новые...",,,,
78085458,Java-разработчик (Личный кабинет поставщика),2023-03-15T12:56:03+0300,https://hh.ru/vacancy/78085458,Москва,,,,М.Видео-Эльдорадо,https://api.hh.ru/employers/2523,"Опыт работы с docker, kubernetes. Опыт работы с NoSQL базами данных. Сильная команда, нацеленная нa результaт и готовая поддержать в...","...цены и стоки, отслеживать заказы, принимать участие в акциях, оперативно реагировать на изменения рынка благодаря предоставляемой аналитике. Проектирование OpenАpi спецификации.",,,,
78070301,Руководитель разработки (Java),2023-03-15T09:52:48+0300,https://hh.ru/vacancy/78070301,Москва,,,,СБЕР,https://api.hh.ru/employers/3529,"Опыт разработки на Java, включая основные фреймворки (потоки ввода-вывода, многопоточность, Spring) не менее 4 лет. Опыт разработки под Unix...",Разработка новой функциональности для параллельной обработки данных больших объемов на Java. Декомпозиция задач по разработке. Контроль процесса разработки и тестирования. ,,,,
76938335,Старший операционный аналитик \ Senior Supply Analyst,2023-03-14T13:43:02+0300,https://hh.ru/vacancy/76938335,Москва,,,,СберМаркет,https://api.hh.ru/employers/1272486,"Опыт работы аналитиком - от 2х лет. Уверенное знание SQL. Знание Python-стека для анализа данных (numpy, pandas, matplotlib, seaborn). ",Выстраивание прозрачной отчетности по базовым метрикам качества доставки с последующим углублением. Взаимодействие с операционным блоком для совместного принятия решений. ,"Москва, Садовническая улица, 9А",55.747606,37.628882,Новокузнецкая
78053939,Руководитель направления в Центр финансовой аналитики,2023-03-14T17:43:39+0300,https://hh.ru/vacancy/78053939,Москва,,,,СБЕР,https://api.hh.ru/employers/3529,Опыт работы от 5 лет. Опыт использования современных подходов и инструментов Data Science для работы с большими данными и решения...,...командой СберИндекса по развитию инструментария открытых данных. Взаимодействие с другими аналитическими подразделениями Сбера в контексте подготовки аналитики и верификации результатов.,,,,
78079011,Старший методист (курсы по дизайну),2023-03-15T11:40:29+0300,https://hh.ru/vacancy/78079011,Москва,,,,SkillFactory,https://api.hh.ru/employers/2869446,"Одноименная школа Data Science, программирования и аналитики данных SkillFactory. Школа дизайна Contented. SF Высшее образование - онлайн магистратура. Есть опыт и...","Быть методическим оунером ряда продуктов по дизайну (дизайн среды, интерьеров, иллюстрация, графический). Анализировать учебный опыт студентов, предлагать гипотезы для экспериментов. ",,,,
78040741,Бизнес/Системный Аналитик (BSS),2023-03-14T14:18:50+0300,https://hh.ru/vacancy/78040741,Москва,,,,Клауд Солюшенс,https://api.hh.ru/employers/5807475,Опыт работы в роли бизнес-аналитика или системного аналитика от 3 лет. Опыт в одной из следующих предметных областей: управление...,"Конкурентный анализ программных продуктов. Разработка логических моделей данных. Формализация контрактов межсервисного, межсистемного взаимодействия. Декомпозиция задач, постановка задач разработчикам, консультирование по...","Москва, Рочдельская улица, 15с56",55.756042,37.559523,Баррикадная
